instance_id,prefix,shots_available,shots_inspected,distinct,feasible_count,feasible_fraction,best_feasible_utility,optimal_hit_count,optimal_hit_rate,evidence_type,note,p,solver
D6,64,1024,64,34,18,0.28125,22.0,4,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D6,256,1024,256,48,74,0.2890625,22.0,22,0.0859375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D6,1024,1024,1024,59,266,0.259765625,22.0,93,0.0908203125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,1,ideal_qaoa_finite_shot_sim
D6,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,4,1024,4,4,1,0.25,22.0,1,0.25,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,16,1024,16,14,3,0.1875,22.0,3,0.1875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,64,1024,64,40,8,0.125,22.0,7,0.109375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,256,1024,256,63,28,0.109375,22.0,14,0.0546875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,1024,1024,1024,64,101,0.0986328125,22.0,41,0.0400390625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D6,4,1024,4,4,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D6,16,1024,16,13,2,0.125,22.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D6,64,1024,64,33,15,0.234375,22.0,6,0.09375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D6,256,1024,256,53,64,0.25,22.0,21,0.08203125,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D6,1024,1024,1024,62,263,0.2568359375,22.0,97,0.0947265625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,2,ideal_qaoa_finite_shot_sim
D6,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,4,1024,4,3,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,16,1024,16,12,1,0.0625,16.0,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,64,1024,64,37,6,0.09375,22.0,1,0.015625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,256,1024,256,62,26,0.1015625,22.0,6,0.0234375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,1024,1024,1024,64,102,0.099609375,22.0,30,0.029296875,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,uniform_bitstring
D6,1,1024,1,1,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D6,4,1024,4,3,0,0.0,,0,0.0,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D6,16,1024,16,10,4,0.25,22.0,1,0.0625,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D6,64,1024,64,19,20,0.3125,22.0,7,0.109375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D6,256,1024,256,20,77,0.30078125,22.0,23,0.08984375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
D6,1024,1024,1024,20,290,0.283203125,22.0,92,0.08984375,sampled_simulation,Prefixes from one shared stream are dependent analyses; not independent experiments. Full-shot cost still applies.,,cardinality_k_proposals
